_Cell,Family,Bucket,Reason,Class,DspAddrHex,InertSymbol,Notes
Chan009MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan009MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan009MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan009MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan009MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan009MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan009MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan009MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan010MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan010MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan010MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan010MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan010MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan010MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan010MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan010MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan011MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan011MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan011MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan011MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan011MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan011MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan011MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan011MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan012MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan012MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan012MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan012MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan012MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan012MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan012MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan012MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan013MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan013MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan013MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan013MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan013MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan013MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan013MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan013MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan014MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan014MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan014MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan014MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan014MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan014MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan014MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan014MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan015MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan015MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan015MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan015MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan015MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan015MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan015MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan015MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan016MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan016MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan016MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan016MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan016MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan016MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan016MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan016MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan017MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan017MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan017MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan017MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan017MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan017MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan017MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan017MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan018MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan018MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan018MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan018MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan018MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan018MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan018MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan018MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan019MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan019MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan019MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan019MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan019MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan019MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan019MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan019MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan020MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan020MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan020MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan020MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan020MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan020MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan020MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan020MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan021MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan021MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan021MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan021MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan021MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan021MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan021MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan021MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan022MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan022MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan022MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan022MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan022MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan022MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan022MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan022MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan023MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan023MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan023MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan023MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan023MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan023MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan023MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan023MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan024MuteGrp001,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan024MuteGrp002,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan024MuteGrp003,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan024MuteGrp004,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan024MuteGrp005,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan024MuteGrp006,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan024MuteGrp007,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan024MuteGrp008,ChanMuteGrp,not-dsp,"mute-group membership; folded by the host onto the strip mute, the same shape as Dca (PW ruling 2026-08-30)",control-plane,,,Mute group 1-8 assignment
Chan001Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan002Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan003Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan004Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan005Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan006Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan007Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan008Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan009Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan010Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan011Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan012Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan013Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan014Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan015Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan016Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan017Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan018Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan019Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan020Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan021Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan022Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan023Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Chan024Name001,ChanName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,Input channel name/label
Dca001Name001,DcaName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,DCA group name
Dca002Name001,DcaName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,DCA group name
Dca003Name001,DcaName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,DCA group name
Dca004Name001,DcaName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,DCA group name
Dca005Name001,DcaName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,DCA group name
Dca006Name001,DcaName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,DCA group name
Dca007Name001,DcaName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,DCA group name
Dca008Name001,DcaName,not-dsp,"text label; the host stores it, the DSP has no word for it",label,,,DCA group name
Fdr001Grp001,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp002,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp003,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp004,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp005,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp006,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp007,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
